"Name","Sex","Age","Country","Year","Event","Medal","Population","GDP_per_Capita","Density","HappinessRank","HappinessScore","total_medal_amount"
"Sanna Kristiina Lankosaari","F",19,"FIN",1998,"Ice Hockey Women's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Gustav Adolf Lantschner","M",25,"GER",1936,"Alpine Skiing Men's Combined","Silver",81413145,41313.31399,240,15,6.965,386
"Henri Andr Laperrire","M",22,"CAN",1948,"Ice Hockey Men's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Igor Nikolayevich Larionov","M",41,"RUS",2002,"Ice Hockey Men's Ice Hockey","Bronze",144096812,9092.580536,9,59,5.81,260
"Philippe LaRoche","M",27,"CAN",1994,"Freestyle Skiing Men's Aerials","Silver",35851774,43248.52991,4,7,7.328,611
"Jocelyne Dawn Marie Larocque","F",25,"CAN",2014,"Ice Hockey Women's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Roald Morel Larsen","M",26,"NOR",1924,"Speed Skating Men's 500 metres","Bronze",5195921,74400.36978,15,2,7.594,443
"Roald Morel Larsen","M",26,"NOR",1924,"Speed Skating Men's 1,500 metres","Silver",5195921,74400.36978,15,2,7.594,443
"Roald Morel Larsen","M",26,"NOR",1924,"Speed Skating Men's 5,000 metres","Bronze",5195921,74400.36978,15,2,7.594,443
"Roald Morel Larsen","M",26,"NOR",1924,"Speed Skating Men's 10,000 metres","Bronze",5195921,74400.36978,15,2,7.594,443
"Roald Morel Larsen","M",26,"NOR",1924,"Speed Skating Men's Allround","Silver",5195921,74400.36978,15,2,7.594,443
"Roald Morel Larsen","M",30,"NOR",1928,"Speed Skating Men's 500 metres","Bronze",5195921,74400.36978,15,2,7.594,443
"Erik Waldemar Larsson","M",23,"SWE",1928,"Ice Hockey Men's Ice Hockey","Silver",9798871,50579.67365,25,9,7.314,428
"Erik August Larsson","M",23,"SWE",1936,"Cross Country Skiing Men's 18 kilometres","Gold",9798871,50579.67365,25,9,7.314,428
"Erik August Larsson","M",23,"SWE",1936,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Bronze",9798871,50579.67365,25,9,7.314,428
"l Lars Gunnar Larsson","M",23,"SWE",1968,"Cross Country Skiing Men's 15 kilometres","Bronze",9798871,50579.67365,25,9,7.314,428
"l Lars Gunnar Larsson","M",23,"SWE",1968,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Silver",9798871,50579.67365,25,9,7.314,428
"Lennart Nils Olov Larsson","M",25,"SWE",1956,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Bronze",9798871,50579.67365,25,9,7.314,428
"Maria Linda Larsson","F",22,"SWE",2002,"Ice Hockey Women's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"l Mats Arne Larsson","M",25,"SWE",2006,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Bronze",9798871,50579.67365,25,9,7.314,428
"Bogg Per-Erik Larsson","M",26,"SWE",1956,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Bronze",9798871,50579.67365,25,9,7.314,428
"Erik ke Lassas","M",27,"SWE",1952,"Ice Hockey Men's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"Riitta-Liisa Lassila-Roponen","F",31,"FIN",2010,"Cross Country Skiing Women's 4 x 5 kilometres Relay","Bronze",5482013,42311.03623,18,1,7.632,426
"Kenneth ""Ken"" Laufman","M",23,"CAN",1956,"Ice Hockey Men's Ice Hockey","Bronze",35851774,43248.52991,4,7,7.328,611
"Kenneth ""Ken"" Laufman","M",28,"CAN",1960,"Ice Hockey Men's Ice Hockey","Silver",35851774,43248.52991,4,7,7.328,611
"Janne Kristian Laukkanen","M",23,"FIN",1994,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Janne Kristian Laukkanen","M",27,"FIN",1998,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Teuvo Johannes Laukkanen","M",28,"FIN",1948,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Silver",5482013,42311.03623,18,1,7.632,426
"Kalevi Johannes Laurila","M",26,"FIN",1964,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Silver",5482013,42311.03623,18,1,7.632,426
"Kalevi Johannes Laurila","M",30,"FIN",1968,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Bronze",5482013,42311.03623,18,1,7.632,426
"Kelley Law (Atkins-, -Owen)","F",36,"CAN",2002,"Curling Women's Curling","Bronze",35851774,43248.52991,4,7,7.328,611
"Kaitlyn Lawes","F",25,"CAN",2014,"Curling Women's Curling","Gold",35851774,43248.52991,4,7,7.328,611
"Erika Lyn Lawler","F",23,"USA",2010,"Ice Hockey Women's Ice Hockey","Silver",321418820,56115.71843,36,18,6.886,635
"Richard Webster ""Dick"" Lawrence","M",29,"USA",1936,"Bobsleigh Men's Two","Bronze",321418820,56115.71843,36,18,6.886,635
"John Charles ""Johnny"" Lax","M",24,"USA",1936,"Ice Hockey Men's Ice Hockey","Bronze",321418820,56115.71843,36,18,6.886,635
"Larisa Yevgenyevna Lazutina (Ptitsyna-)","F",28,"RUS",1994,"Cross Country Skiing Women's 4 x 5 kilometres Relay","Gold",144096812,9092.580536,9,59,5.81,260
"Larisa Yevgenyevna Lazutina (Ptitsyna-)","F",32,"RUS",1998,"Cross Country Skiing Women's 5 kilometres","Gold",144096812,9092.580536,9,59,5.81,260
"Larisa Yevgenyevna Lazutina (Ptitsyna-)","F",32,"RUS",1998,"Cross Country Skiing Women's 15 kilometres","Silver",144096812,9092.580536,9,59,5.81,260
"Larisa Yevgenyevna Lazutina (Ptitsyna-)","F",32,"RUS",1998,"Cross Country Skiing Women's 30 kilometres","Bronze",144096812,9092.580536,9,59,5.81,260
"Larisa Yevgenyevna Lazutina (Ptitsyna-)","F",32,"RUS",1998,"Cross Country Skiing Women's 5/10 kilometres Pursuit","Gold",144096812,9092.580536,9,59,5.81,260
"Larisa Yevgenyevna Lazutina (Ptitsyna-)","F",32,"RUS",1998,"Cross Country Skiing Women's 4 x 5 kilometres Relay","Gold",144096812,9092.580536,9,59,5.81,260
"Chris le Bihan","M",32,"CAN",2010,"Bobsleigh Men's Four","Bronze",35851774,43248.52991,4,7,7.328,611
"Catriona Ann Le May Doan","F",27,"CAN",1998,"Speed Skating Women's 500 metres","Gold",35851774,43248.52991,4,7,7.328,611
"Catriona Ann Le May Doan","F",27,"CAN",1998,"Speed Skating Women's 1,000 metres","Bronze",35851774,43248.52991,4,7,7.328,611
"Catriona Ann Le May Doan","F",31,"CAN",2002,"Speed Skating Women's 500 metres","Gold",35851774,43248.52991,4,7,7.328,611
"Patrick-Mikael Lebeau","M",21,"CAN",1992,"Ice Hockey Men's Ice Hockey","Silver",35851774,43248.52991,4,7,7.328,611
"Vladimir Nikolayevich Lebedev","M",21,"RUS",2006,"Freestyle Skiing Men's Aerials","Bronze",144096812,9092.580536,9,59,5.81,260
"Anouk Leblanc-Boucher","F",21,"CAN",2006,"Short Track Speed Skating Women's 500 metres","Bronze",35851774,43248.52991,4,7,7.328,611
"Anouk Leblanc-Boucher","F",21,"CAN",2006,"Short Track Speed Skating Women's 3,000 metres Relay","Silver",35851774,43248.52991,4,7,7.328,611
"Erika Lechner (-Tauber-)","F",20,"ITA",1968,"Luge Women's Singles","Gold",60802085,29957.80432,206,47,6,191
"John Clark LeClair","M",32,"USA",2002,"Ice Hockey Men's Ice Hockey","Silver",321418820,56115.71843,36,18,6.886,635
"John Howard Louis Lecompte","M",33,"CAN",1948,"Ice Hockey Men's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Howard Stewart ""Howie"" Lee","M",26,"CAN",1956,"Ice Hockey Men's Ice Hockey","Bronze",35851774,43248.52991,4,7,7.328,611
"Kerrin Anne Lee-Gartner","F",25,"CAN",1992,"Alpine Skiing Women's Downhill","Gold",35851774,43248.52991,4,7,7.328,611
"Brian Joseph Leetch","M",33,"USA",2002,"Ice Hockey Men's Ice Hockey","Silver",321418820,56115.71843,36,18,6.886,635
"Aleksandr Gennadyevich Legkov","M",30,"RUS",2014,"Cross Country Skiing Men's 50 kilometres","Gold",144096812,9092.580536,9,59,5.81,260
"Aleksandr Gennadyevich Legkov","M",30,"RUS",2014,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Silver",144096812,9092.580536,9,59,5.81,260
"Jori Jonatan Lehter","M",26,"FIN",2014,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Tero Juhani Lehter","M",21,"FIN",1994,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Marika Johanna Lehtimki","F",23,"FIN",1998,"Ice Hockey Women's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Jere Kalervo Lehtinen","M",20,"FIN",1994,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Jere Kalervo Lehtinen","M",24,"FIN",1998,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Jere Kalervo Lehtinen","M",32,"FIN",2006,"Ice Hockey Men's Ice Hockey","Silver",5482013,42311.03623,18,1,7.632,426
"Jere Kalervo Lehtinen","M",36,"FIN",2010,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Katja Maarit Lehto","F",25,"FIN",1998,"Ice Hockey Women's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Erkki Tapani Lehtonen","M",31,"FIN",1988,"Ice Hockey Men's Ice Hockey","Silver",5482013,42311.03623,18,1,7.632,426
"Kari Lehtonen","M",30,"FIN",2014,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Mirja Annikki Lehtonen (-Kierros)","F",21,"FIN",1964,"Cross Country Skiing Women's 5 kilometres","Silver",5482013,42311.03623,18,1,7.632,426
"Mirja Annikki Lehtonen (-Kierros)","F",21,"FIN",1964,"Cross Country Skiing Women's 3 x 5 kilometres Relay","Bronze",5482013,42311.03623,18,1,7.632,426
"Walter Leinweber","M",24,"GER",1932,"Ice Hockey Men's Ice Hockey","Bronze",81413145,41313.31399,240,15,6.965,386
"Mathias ""Hias"" Leitner","M",24,"AUT",1960,"Alpine Skiing Men's Slalom","Silver",8611088,43774.98517,109,12,7.139,280
"Patric-Fritz Leitner","M",24,"GER",2002,"Luge Mixed (Men)'s Doubles","Gold",81413145,41313.31399,240,15,6.965,386
"Patric-Fritz Leitner","M",32,"GER",2010,"Luge Mixed (Men)'s Doubles","Bronze",81413145,41313.31399,240,15,6.965,386
"Mario Lemieux","M",36,"CAN",2002,"Ice Hockey Men's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Otto Leodolter","M",23,"AUT",1960,"Ski Jumping Men's Normal Hill, Individual","Bronze",8611088,43774.98517,109,12,7.139,280
"Natascia Leonardi Cortesi","F",30,"SUI",2002,"Cross Country Skiing Women's 4 x 5 kilometres Relay","Bronze",8286976,80945.07922,219,5,7.487,275
"Sami Lepist","M",25,"FIN",2010,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Sami Lepist","M",29,"FIN",2014,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Erik Lesser","M",25,"GER",2014,"Biathlon Men's 20 kilometres","Silver",81413145,41313.31399,240,15,6.965,386
"Erik Lesser","M",25,"GER",2014,"Biathlon Men's 4 x 7.5 kilometres Relay","Silver",81413145,41313.31399,240,15,6.965,386
"Klas Ivar Vilhelm Lestander","M",28,"SWE",1960,"Biathlon Men's 20 kilometres","Gold",9798871,50579.67365,25,9,7.314,428
"Evelyne Leu","F",29,"SUI",2006,"Freestyle Skiing Women's Aerials","Gold",8286976,80945.07922,219,5,7.487,275
"Hans Leutenegger","M",32,"SUI",1972,"Bobsleigh Men's Four","Gold",8286976,80945.07922,219,5,7.487,275
"Reidar Kristofer Liaklev","M",30,"NOR",1948,"Speed Skating Men's 5,000 metres","Gold",5195921,74400.36978,15,2,7.594,443
"Hilde Synnve Lid","F",22,"NOR",1994,"Freestyle Skiing Women's Aerials","Bronze",5195921,74400.36978,15,2,7.594,443
"Nicklas Erik Lidstrm","M",35,"SWE",2006,"Ice Hockey Men's Ice Hockey","Gold",9798871,50579.67365,25,9,7.314,428
"Theodore Sharp ""Ted"" Ligety","M",21,"USA",2006,"Alpine Skiing Men's Combined","Gold",321418820,56115.71843,36,18,6.886,635
"Theodore Sharp ""Ted"" Ligety","M",29,"USA",2014,"Alpine Skiing Men's Giant Slalom","Gold",321418820,56115.71843,36,18,6.886,635
"Vin Liikkanen","M",28,"FIN",1932,"Cross Country Skiing Men's 50 kilometres","Silver",5482013,42311.03623,18,1,7.632,426
"Galina Vladimirovna Likhachova","F",28,"RUS",2006,"Speed Skating Women's Team Pursuit (6 laps)","Bronze",144096812,9092.580536,9,59,5.81,260
"Bjrn Johan Lind","M",27,"SWE",2006,"Cross Country Skiing Men's Sprint","Gold",9798871,50579.67365,25,9,7.314,428
"Bjrn Johan Lind","M",27,"SWE",2006,"Cross Country Skiing Men's Team Sprint","Gold",9798871,50579.67365,25,9,7.314,428
"Juha Petteri Lind","M",24,"FIN",1998,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Eva Cathrine Lindahl (Norberg-)","F",35,"SWE",2006,"Curling Women's Curling","Gold",9798871,50579.67365,25,9,7.314,428
"Eva Cathrine Lindahl (Norberg-)","F",39,"SWE",2010,"Curling Women's Curling","Gold",9798871,50579.67365,25,9,7.314,428
"Margaretha Louise Lindahl (-Dryburgh)","F",23,"SWE",1998,"Curling Women's Curling","Bronze",9798871,50579.67365,25,9,7.314,428
"Christopher Lloyd ""Chris"" Lindberg","M",24,"CAN",1992,"Ice Hockey Men's Ice Hockey","Silver",35851774,43248.52991,4,7,7.328,611
"Bengt Fredrik Lindberg","M",28,"SWE",2014,"Curling Men's Curling","Bronze",9798871,50579.67365,25,9,7.314,428
"Ylva Maria Lindberg","F",25,"SWE",2002,"Ice Hockey Women's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"Ylva Maria Lindberg","F",29,"SWE",2006,"Ice Hockey Women's Ice Hockey","Silver",9798871,50579.67365,25,9,7.314,428
"Gran Per-Eric ""Pelle"" Lindbergh","M",20,"SWE",1980,"Ice Hockey Men's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"Gran Folke Lindblom","M",27,"SWE",1984,"Ice Hockey Men's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"Knut Bertil Hilding Linde","M",20,"SWE",1928,"Ice Hockey Men's Ice Hockey","Silver",9798871,50579.67365,25,9,7.314,428
"Ingrid Marie Lindgren","F",23,"SWE",1994,"Freestyle Skiing Women's Aerials","Silver",9798871,50579.67365,25,9,7.314,428
"Hilary Kirsten Lindh","F",22,"USA",1992,"Alpine Skiing Women's Downhill","Silver",321418820,56115.71843,36,18,6.886,635
"Rolf Peter Lindmark","M",31,"SWE",1988,"Ice Hockey Men's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"Carl Victor ""Vic"" Lindquist","M",23,"CAN",1932,"Ice Hockey Men's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Jenny Elisabeth Lindqvist","F",27,"SWE",2006,"Ice Hockey Women's Ice Hockey","Silver",9798871,50579.67365,25,9,7.314,428
"Eric Bryan Lindros","M",18,"CAN",1992,"Ice Hockey Men's Ice Hockey","Silver",35851774,43248.52991,4,7,7.328,611
"Eric Bryan Lindros","M",28,"CAN",2002,"Ice Hockey Men's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Rosa Lindstedt","F",22,"FIN",2010,"Ice Hockey Women's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Annelie Ulrica Lindstrm","F",22,"SWE",2002,"Ice Hockey Women's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"Veli-Matti Olavi Lindstrm","M",18,"FIN",2002,"Ski Jumping Men's Large Hill, Team","Silver",5482013,42311.03623,18,1,7.632,426
"Andreas Linger","M",24,"AUT",2006,"Luge Mixed (Men)'s Doubles","Gold",8611088,43774.98517,109,12,7.139,280
"Andreas Linger","M",28,"AUT",2010,"Luge Mixed (Men)'s Doubles","Gold",8611088,43774.98517,109,12,7.139,280
"Andreas Linger","M",32,"AUT",2014,"Luge Mixed (Men)'s Doubles","Silver",8611088,43774.98517,109,12,7.139,280
"Wolfgang Linger","M",23,"AUT",2006,"Luge Mixed (Men)'s Doubles","Gold",8611088,43774.98517,109,12,7.139,280
"Wolfgang Linger","M",27,"AUT",2010,"Luge Mixed (Men)'s Doubles","Gold",8611088,43774.98517,109,12,7.139,280
"Wolfgang Linger","M",31,"AUT",2014,"Luge Mixed (Men)'s Doubles","Silver",8611088,43774.98517,109,12,7.139,280
"Tara Kristen Lipinski (-Kapostasy)","F",15,"USA",1998,"Figure Skating Women's Singles","Gold",321418820,56115.71843,36,18,6.886,635
"Yuliya Vyacheslavovna Lipnitskaya","F",15,"RUS",2014,"Figure Skating Mixed Team","Gold",144096812,9092.580536,9,59,5.81,260
"Odd Lirhus","M",27,"NOR",1984,"Biathlon Men's 4 x 7.5 kilometres Relay","Silver",5195921,74400.36978,15,2,7.594,443
"Stefan Daniel Patryk Liv (li-)","M",25,"SWE",2006,"Ice Hockey Men's Ice Hockey","Gold",9798871,50579.67365,25,9,7.314,428
"Robert Cambridge ""Bob"" Livingston","M",23,"USA",1932,"Ice Hockey Men's Ice Hockey","Silver",321418820,56115.71843,36,18,6.886,635
"Roar Ljkelsy","M",29,"NOR",2006,"Ski Jumping Men's Normal Hill, Individual","Bronze",5195921,74400.36978,15,2,7.594,443
"Roar Ljkelsy","M",29,"NOR",2006,"Ski Jumping Men's Large Hill, Team","Bronze",5195921,74400.36978,15,2,7.594,443
"Irina Viktorovna Lobacheva (-Averbukh)","F",28,"RUS",2002,"Figure Skating Mixed Ice Dancing","Silver",144096812,9092.580536,9,59,5.81,260
"Yekaterina Aleksandrovna Lobysheva","F",20,"RUS",2006,"Speed Skating Women's Team Pursuit (6 laps)","Bronze",144096812,9092.580536,9,59,5.81,260
"Yekaterina Aleksandrovna Lobysheva","F",28,"RUS",2014,"Speed Skating Women's Team Pursuit (6 laps)","Bronze",144096812,9092.580536,9,59,5.81,260
"Felix Loch","M",20,"GER",2010,"Luge Men's Singles","Gold",81413145,41313.31399,240,15,6.965,386
"Felix Loch","M",24,"GER",2014,"Luge Men's Singles","Gold",81413145,41313.31399,240,15,6.965,386
"Felix Loch","M",24,"GER",2014,"Luge Mixed Team Relay","Gold",81413145,41313.31399,240,15,6.965,386
"Steve Locher","M",24,"SUI",1992,"Alpine Skiing Men's Combined","Bronze",8286976,80945.07922,219,5,7.487,275
"Rudolf ""Rudi"" Lochner","M",38,"GER",1992,"Bobsleigh Men's Two","Silver",81413145,41313.31399,240,15,6.965,386
"Todd Lodwick","M",33,"USA",2010,"Nordic Combined Men's Team","Silver",321418820,56115.71843,36,18,6.886,635
"Erik Mikael Lfgren","M",22,"SWE",1992,"Biathlon Men's 20 kilometres","Bronze",9798871,50579.67365,25,9,7.314,428
"Erik Mikael Lfgren","M",22,"SWE",1992,"Biathlon Men's 4 x 7.5 kilometres Relay","Bronze",9798871,50579.67365,25,9,7.314,428
"Sven William Lfqvist","M",32,"SWE",1980,"Ice Hockey Men's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"Devin Logan","F",20,"USA",2014,"Freestyle Skiing Women's Slopestyle","Silver",321418820,56115.71843,36,18,6.886,635
"James ""Jim"" Logan","M",22,"CAN",1956,"Ice Hockey Men's Ice Hockey","Bronze",35851774,43248.52991,4,7,7.328,611
"William Frederick ""Willy"" Logan","M",24,"CAN",1932,"Speed Skating Men's 1,500 metres","Bronze",35851774,43248.52991,4,7,7.328,611
"William Frederick ""Willy"" Logan","M",24,"CAN",1932,"Speed Skating Men's 5,000 metres","Bronze",35851774,43248.52991,4,7,7.328,611
"Heinrich ""Heini"" Lohrer","M",29,"SUI",1948,"Ice Hockey Men's Ice Hockey","Bronze",8286976,80945.07922,219,5,7.487,275
"Werner Lohrer","M",30,"SUI",1948,"Ice Hockey Men's Ice Hockey","Bronze",8286976,80945.07922,219,5,7.487,275
"Wolfgang Loitzl","M",30,"AUT",2010,"Ski Jumping Men's Large Hill, Team","Gold",8611088,43774.98517,109,12,7.139,280
"Paavo Olavi Lonkila (Lng-)","M",29,"FIN",1952,"Cross Country Skiing Men's 18 kilometres","Bronze",5482013,42311.03623,18,1,7.632,426
"Paavo Olavi Lonkila (Lng-)","M",29,"FIN",1952,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Gold",5482013,42311.03623,18,1,7.632,426
"Per Hkan Loob","M",33,"SWE",1994,"Ice Hockey Men's Ice Hockey","Gold",9798871,50579.67365,25,9,7.314,428
"Shelley Looney","F",26,"USA",1998,"Ice Hockey Women's Ice Hockey","Gold",321418820,56115.71843,36,18,6.886,635
"Shelley Looney","F",30,"USA",2002,"Ice Hockey Women's Ice Hockey","Silver",321418820,56115.71843,36,18,6.886,635
"Patrik Lrtscher","M",37,"SUI",1998,"Curling Men's Curling","Gold",8286976,80945.07922,219,5,7.487,275
"Beatrix Suzetta Loughran (-Harvey)","F",23,"USA",1924,"Figure Skating Women's Singles","Silver",321418820,56115.71843,36,18,6.886,635
"Beatrix Suzetta Loughran (-Harvey)","F",27,"USA",1928,"Figure Skating Women's Singles","Bronze",321418820,56115.71843,36,18,6.886,635
"Beatrix Suzetta Loughran (-Harvey)","F",31,"USA",1932,"Figure Skating Mixed Pairs","Silver",321418820,56115.71843,36,18,6.886,635
"Kenneth ""Ken"" Lovsin","M",27,"CAN",1994,"Ice Hockey Men's Ice Hockey","Silver",35851774,43248.52991,4,7,7.328,611
"Frank Luck","M",26,"GER",1994,"Biathlon Men's 20 kilometres","Silver",81413145,41313.31399,240,15,6.965,386
"Frank Luck","M",26,"GER",1994,"Biathlon Men's 4 x 7.5 kilometres Relay","Gold",81413145,41313.31399,240,15,6.965,386
"Frank Luck","M",30,"GER",1998,"Biathlon Men's 4 x 7.5 kilometres Relay","Gold",81413145,41313.31399,240,15,6.965,386
"Frank Luck","M",34,"GER",2002,"Biathlon Men's 20 kilometres","Silver",81413145,41313.31399,240,15,6.965,386
"Frank Luck","M",34,"GER",2002,"Biathlon Men's 4 x 7.5 kilometres Relay","Silver",81413145,41313.31399,240,15,6.965,386
"Sven Harald Lckner","M",22,"SWE",1980,"Ice Hockey Men's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"Nancy Irene Rouillard Ludington","F",20,"USA",1960,"Figure Skating Mixed Pairs","Bronze",321418820,56115.71843,36,18,6.886,635
"Ronald Edmund ""Ron"" Ludington","M",25,"USA",1960,"Figure Skating Mixed Pairs","Bronze",321418820,56115.71843,36,18,6.886,635
"August Max Otto Ludwig","M",35,"GER",1932,"Bobsleigh Men's Four","Bronze",81413145,41313.31399,240,15,6.965,386
"Pierre Fritz Lueders","M",27,"CAN",1998,"Bobsleigh Men's Two","Gold",35851774,43248.52991,4,7,7.328,611
"Pierre Fritz Lueders","M",35,"CAN",2006,"Bobsleigh Men's Two","Silver",35851774,43248.52991,4,7,7.328,611
"Jyrki Olavi Lumme","M",21,"FIN",1988,"Ice Hockey Men's Ice Hockey","Silver",5482013,42311.03623,18,1,7.632,426
"Jyrki Olavi Lumme","M",31,"FIN",1998,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Eva Maria Lund (-Eriksson)","F",34,"SWE",2006,"Curling Women's Curling","Gold",9798871,50579.67365,25,9,7.314,428
"Eva Maria Lund (-Eriksson)","F",38,"SWE",2010,"Curling Women's Curling","Gold",9798871,50579.67365,25,9,7.314,428
"Sven-ke Lundbck","M",24,"SWE",1972,"Cross Country Skiing Men's 15 kilometres","Gold",9798871,50579.67365,25,9,7.314,428
"Fred Brre Lundberg","M",22,"NOR",1992,"Nordic Combined Men's Team","Silver",5195921,74400.36978,15,2,7.594,443
